,Date,Signal,Open,High,Low,Close,Volume,NYSE_Close,RUSS_Close,NASDAQ_Close,SP_Close,FTSE_Close,GOLD_Close,N225_Close,USDCNY_Close,USDEUR_Close,USDGBP_Close,USDJPY_Close
30,24-12-09,1,0.00026754,0.002855225,0.002285225,0.005112814,52670000,0.00522382,0.004885192,0.00704672,0.005242394,0.005568563,0.016278316,0.015194209,0.002197642,-0.00330294,-0.000319438,-0.002141095
31,28-12-09,2,0.004840603,0.002804449,0.004259827,0.002562282,102010000,0.000859727,-0.000504804,0.002355374,0.001153372,0.005568563,0.001446263,0.009192763,-0.001919007,0.000575209,-0.001758734,0.002686559
32,29-12-09,1,0.002840633,0.002718162,0.003604648,-0.00015835,92890000,-0.001247121,-0.000899813,-0.001170439,-0.001401965,0.006494488,-0.009319783,0.000360093,-0.000175971,0.002297531,0.006221604,0.003049115
33,30-12-09,2,-0.000329032,-0.002804408,-0.003669373,0.000293924,110160000,-0.00151103,0.00036318,0.00125773,0.000195328,-0.007327798,-0.003589487,-0.008649774,-0.000220007,0.000143421,-0.010873148,0.004880969
34,31-12-09,1,0.000393498,0.00040842,-0.007886784,-0.011485327,137940000,-0.00780251,-0.012742467,-0.009705301,-0.010100375,0.002775005,0.003726236,-0.008649774,0.001949047,0.001003369,-0.006451635,0.005287877
35,04-01-10,2,-0.011232196,0.00472213,0.000725047,0.014840357,179780000,0.019540717,0.023248959,0.017157996,0.015916069,0.016017643,0.02190994,0.010221194,-0.001993054,-0.006756297,0.004198295,-0.004476694
36,05-01-10,1,0.014643913,-0.001926424,0.0087653,-0.001128759,188540000,0.003832009,-0.002518401,0.000125619,0.003110806,0.00402802,-0.002884793,0.002534611,1.47E-05,0.004030522,0.007704693,-0.009887086
37,06-01-10,1,-0.001876187,0.000984912,0.00228107,0.000157006,186040000,0.003099258,-0.000846103,-0.003306003,0.000545376,0.001357159,0.017905899,0.004634515,0.000190682,-0.002733225,-0.002080833,0.008383172
38,07-01-10,1,0.00060466,0.001639054,-0.003927468,0.003133067,217390000,0.002197456,0.006281663,-0.000452062,0.003993283,-0.000596923,-0.005726888,-0.00465043,-7.33E-05,0.006031901,0.005592409,0.011133598
39,08-01-10,1,0.003332784,0.000662215,0.004664878,0.001067607,172710000,0.004240428,0.00402634,0.007415752,0.002877549,0.001356129,0.005709317,0.010862314,-4.40E-05,-0.006464147,-0.005592409,-0.007847393
40,11-01-10,2,0.001310613,0.005337258,0.003524088,0.004304077,182050000,0.003186686,-0.000884715,-0.002056343,0.001745232,0.000704461,0.011894921,0.010862314,-0.000146692,-0.00694146,-0.00562386,-0.006148803
41,12-01-10,1,0.00399847,-0.001232467,-0.002150241,-0.003450247,256050000,-0.010607745,-0.013271107,-0.013102183,-0.009425438,-0.007139781,-0.020497751,0.007456628,1.47E-05,0.002463948,-0.002419941,-0.011049836
42,13-01-10,1,-0.003266179,0.00432148,0.004309999,0.00502253,202810000,0.008065938,0.012603172,0.011149932,0.008291384,-0.004593435,0.008558901,-0.013334968,2.93E-05,-0.003335028,-0.008271882,0.003868222
43,14-01-10,2,0.004887319,0.001353985,0.00492169,0.002784309,201320000,0.002470654,0.004449654,0.003823005,0.002423567,0.0045025,0.004007143,0.015954902,2.93E-05,0.001741402,-0.002935902,-0.001817187
44,15-01-10,1,0.002508985,-0.001290491,-0.009968087,-0.009465273,362930000,-0.012391659,-0.013189332,-0.012487322,-0.010882186,-0.007814822,-0.010397335,0.006799546,2.93E-05,0.00751123,0.003912623,-0.005680803
45,19-01-10,2,-0.009253487,0.001861023,0.002922515,0.010853593,192150000,0.011741654,0.017388229,0.014065882,0.012422194,0.010521135,0.006539542,-0.019975833,-2.93E-05,0.007598058,-0.00522024,0.004935459
46,20-01-10,2,0.010438925,-0.000929612,-0.007074646,-0.01146643,203270000,-0.015413027,-0.014805199,-0.012642064,-0.010654438,-0.016883672,-0.024049344,-0.002546691,7.33E-05,0.012066297,0.003591841,-7.68E-05
47,21-01-10,2,-0.010859436,-0.00984125,-0.013652334,-0.020318871,304290000,-0.021424826,-0.017745365,-0.011213758,-0.019126605,-0.015935777,-0.015644094,0.012116266,5.87E-05,0.000987237,0.005687835,-0.008800343
48,22-01-10,1,-0.02041942,-0.021459062,-0.021143054,-0.02109707,323620000,-0.020254024,-0.018049756,-0.027024742,-0.022389806,-0.006034931,-0.00074979,-0.025898322,-0.000102679,-0.003106031,0.005816788,-0.006470503
49,25-01-10,2,-0.020859822,-0.012855656,0.001390105,0.002344644,215330000,0.006029625,0.001602941,0.002495421,0.004587541,-0.008084639,0.004717958,-0.007378995,-1.47E-05,-0.000707264,-0.008575411,0.006713855
50,26-01-10,1,0.001988175,0.002751438,-0.001590959,-0.00025207,217300000,-0.006355396,-0.009672749,-0.003203062,-0.004212071,0.003150745,-0.000683045,-0.017987842,-4.40E-05,0.004799557,0.006317345,-0.008720097
51,27-01-10,2,-0.000103974,-0.00292792,-0.005058264,0.00409879,262170000,0.001036695,0.010109469,0.00799075,0.004868323,-0.011320444,-0.008876339,-0.007114645,5.87E-05,0.003654769,-0.001939551,0.003563875
52,28-01-10,2,0.004173033,0.000367556,-0.004889034,-0.011367432,240050000,-0.011237487,-0.017043411,-0.019276073,-0.011888153,-0.013856946,-0.000919583,0.01569829,-1.47E-05,0.004479918,0.002262444,-0.001914004
53,29-01-10,1,-0.011285569,-0.001901634,-0.001127429,-0.00526359,316900000,-0.01057899,-0.009735855,-0.014631532,-0.009877767,0.008283224,-0.005304074,-0.020983357,-1.47E-05,0.007237332,0.009798488,0.005465223
54,01-02-10,1,-0.005254821,-0.00474298,0.002501908,0.011672558,198430000,0.017917253,0.011904804,0.011045486,0.014165355,0.011288078,0.022271413,0.000684211,1.47E-05,-0.004308255,0.002075849,0.005413481
55,02-02-10,2,0.011566587,0.012089451,0.010342688,0.010869938,237140000,0.013212408,0.007847666,0.008648931,0.012889515,0.006818187,0.008018061,0.016142372,-0.000293427,-0.00348797,-0.002555504,-0.003664706
56,03-02-10,2,0.010313669,-0.000740955,0.005718076,-0.002557447,198940000,-0.00831732,-0.005536019,0.000388042,-0.005489426,-0.005713488,-0.004181191,0.003199938,0.000278758,0.005435932,0.004467855,0.004545763
57,04-02-10,1,-0.001809885,-0.003311905,-0.023125149,-0.026477507,304240000,-0.036844537,-0.034960323,-0.030342848,-0.031635816,-0.021920531,-0.042586255,-0.004657935,0.000278758,0.011196468,0.009507281,-0.015867184
58,05-02-10,2,-0.02657675,-0.023754779,-0.016431471,0.001004277,308320000,-0.000753098,0.005580655,0.007354922,0.002892972,-0.01537255,0.002554256,-0.029286272,0.000234683,0.004799461,0.00722819,-0.002127303
59,08-02-10,1,0.000173921,-0.000338974,0.0069912,-0.010425473,216270000,-0.010207089,-0.011005054,-0.007063259,-0.008902849,0.006185262,-0.00319384,-0.010522409,-0.000220014,0.001776806,0.005153443,-0.002127303
60,09-02-10,2,-0.009555343,0.010994761,0.0006026,0.015050094,236210000,0.017904343,0.014691461,0.011606613,0.012955814,0.003821998,0.014246253,-0.001902969,-5.87E-05,-0.009191367,-0.007504726,0.006123335
61,10-02-10,1,0.014543168,-0.005329069,0.005323813,-0.00201622,178600000,-0.002349448,0.001091529,-0.001395758,-0.002235056,0.003943854,-0.005580891,0.003125114,0.00035202,0.002065121,0.005165543,0.001803026
62,11-02-10,2,-0.001752823,0.007510243,0.00137916,0.010485381,194470000,0.011605456,0.016049892,0.013659444,0.009633914,0.005731788,0.021564153,0.003125114,0.000703668,0.005212632,-0.005636464,-0.001335262
63,12-02-10,1,0.009851837,-0.002382389,0.000712406,-0.004450856,296510000,-0.003508246,0.008650089,0.002806736,-0.002748402,-0.003687892,0.00148684,0.012784264,-4.40E-05,0.003414604,0.000156998,0.001557633
64,16-02-10,1,-0.003599167,0.013924943,0.011649836,0.016660874,234900000,0.019987834,0.016434811,0.013943815,0.017840667,0.019564293,0.020122493,-0.005757616,-1.47E-05,-0.009590428,-0.005825412,0.003263153
65,17-02-10,1,0.01578146,0.003940845,0.01578146,0.003929435,193270000,0.003110644,0.006406213,0.005449875,0.004228991,0.006178316,-0.011274684,0.026802541,-1.47E-05,0.011633608,0.00692371,0.008891693
66,18-02-10,1,0.004658052,0.008341942,0.003213665,0.0080823,185310000,0.006401459,0.007160259,0.006902445,0.006563167,0.00914954,0.001940565,0.002796172,-1.47E-05,0.010827011,0.016639837,0.01012974
67,19-02-10,2,0.007574022,0.003067386,0.004328852,0.000908861,241750000,0.000405263,0.003648076,0.000963086,0.002184195,0.006196607,0.009155436,-0.020735598,-0.000630383,-0.011371451,-0.002625281,-0.004762511
68,22-02-10,2,0.00141028,-0.000470483,0.002876168,-0.001825291,158440000,-0.000666583,0.000996938,-0.000820348,-0.001046374,-0.001139091,-0.004405688,0.026983641,-0.000175992,0.000680504,-0.001547509,-0.00333744
69,23-02-10,1,-0.00185417,-0.002160736,-0.009800057,-0.009771783,190740000,-0.014791281,-0.011421242,-0.012833839,-0.012176614,-0.006937181,-0.009875577,-0.0046616,4.40E-05,0.005833293,0.002629342,-0.011852726
70,24-02-10,2,-0.009595974,-0.001692893,0.001566776,0.008883431,181450000,0.008007029,0.008538483,0.010095965,0.009673506,0.00521675,-0.00517957,-0.01491639,-0.000176015,-0.001218109,0.001851852,0.001319006
71,25-02-10,1,0.00799981,-0.002584756,-0.009584944,-0.005134538,242550000,-0.002452273,4.76E-05,-0.000751658,-0.002083164,-0.012183446,0.007777409,-0.009543543,-1.47E-05,0.000541565,0.011344595,-0.01123939
72,26-02-10,1,-0.004368721,-0.001277019,0.00845244,0.000409759,282120000,0.003073642,-0.003018223,0.001806604,0.001404348,0.014352198,0.010243863,0.002379872,-2.93E-05,-0.007063327,0.000304832,-0.00391715
73,01-03-10,1,0.000454292,0.005830297,0.005224692,0.007576843,173750000,0.009297036,0.022168764,0.015652505,0.010107284,0.009553621,0.001126791,0.00453541,-4.40E-05,0.005030944,0.017223571,0.002572009
74,02-03-10,2,0.007531055,0.004113866,0.006114272,0.000210478,217180000,0.004947779,0.008768724,0.003170591,0.002327644,0.014362047,0.014022861,0.004881862,0.000161362,-0.004213394,-0.003300828,-0.004609598
75,03-03-10,1,0.000203744,0.001206129,-0.001237599,-0.000886422,183290000,0.004012416,0.001464276,-4.82E-05,0.000429127,0.008913314,0.004660168,0.003057392,-0.000234718,-0.006010947,-0.004971762,-0.001917546
76,04-03-10,1,-0.000937373,-0.001640385,0.00137523,0.004546836,165740000,0.001173129,0.004931908,0.005086399,0.003729217,-0.001084952,-0.006910087,-0.010532058,0.000102696,0.008731297,0.004520803,0.006639309
77,05-03-10,2,0.004663744,0.011373618,0.005201608,0.011619172,184270000,0.016349492,0.020554539,0.014740473,0.0139103,0.013049525,0.002470226,0.021764786,-1.47E-05,-0.003401595,-0.006486183,0.011818623
78,08-03-10,1,0.011295328,0.001493407,0.009276091,-0.001295533,171780000,0.000167308,0.00163525,0.0025158,-0.000175654,0.001231428,-0.009980026,0.020708088,7.33E-05,0.000953614,0.006035021,0.000731278
79,09-03-10,1,-0.001093009,0.002345246,-0.000802797,0.001123271,219860000,0.000204298,0.003770371,0.00362517,0.001711315,-0.000785083,-0.001585407,-0.001727368,5.87E-05,0.000680596,0.001653266,-0.003294969
80,10-03-10,1,0.000747429,-0.00101912,-0.000703689,0.000279201,186570000,0.004602759,0.007883661,0.007775119,0.004514325,0.006813215,-0.011971358,-0.000353026,-0.000190707,-0.002588734,0.003148664,0.005330863
81,11-03-10,1,8.05E-05,0.000947504,-0.001839906,0.004203193,150000000,0.003483439,0.003387201,0.00402335,0.00403337,-0.004139321,0.000946778,0.009518242,1.47E-05,-0.003142723,-0.00675932,0.00196557
82,12-03-10,1,0.004797685,0.003115242,0.008309209,0.001210179,166140000,0.001306054,-0.000930707,-0.000337829,-0.00021737,0.001494263,-0.006963942,0.008060293,-0.000117374,-0.00617752,-0.009540468,-0.001192132
83,15-03-10,1,0.001096294,-7.14E-05,-0.002299042,0.001641993,160570000,-0.001616169,-0.003227242,-0.002304504,0.000452076,-0.005668666,0.005972058,6.70E-05,0.000102703,0.00672479,0.010745469,-0.002432822
84,16-03-10,1,0.001798181,0.004667698,0.004849859,0.004110071,227410000,0.010250698,0.007636726,0.006666382,0.007749057,0.004726117,0.017288456,-0.002819266,-1.47E-05,-0.006587097,-0.012115853,-0.000332208
85,17-03-10,1,0.004109924,0.006895014,0.006050254,0.004452928,194190000,0.00636611,0.006453717,0.004648537,0.005804795,0.0042965,-0.006538558,0.011616042,0.000146703,0.002200524,-0.005347198,0.00125074
86,18-03-10,2,0.00439594,0.001486639,0.003902966,0.004230038,153280000,-0.004097152,-0.003471031,0.000916247,-0.000325895,-0.000354384,0.006201556,-0.009536449,7.33E-05,0.009026319,0.004280043,0.000851379
87,19-03-10,1,0.004328464,0.003323477,-0.003167719,-0.003456138,434190000,-0.00764918,-0.011390754,-0.007079802,-0.005099485,0.001328292,-0.018215277,0.007482156,-0.000146692,0.005701889,0.015588662,0.000441989
88,22-03-10,1,-0.003624371,-0.000929276,8.51E-05,0.004079369,157200000,0.004345581,0.013296186,0.008801246,0.00508233,-0.000991624,-0.004390637,0.007482156,4.40E-05,-0.002168316,-0.006025022,-0.001990491
89,23-03-10,2,0.004290197,0.007744326,0.008345529,0.009498695,189140000,0.008033401,0.010763206,0.00824843,0.007145391,0.005142217,0.002700035,-0.004682661,-2.93E-05,0.007299302,0.005724631,0.00028776
90,24-03-10,1,0.009267972,-0.000555511,0.003763046,-0.004849726,195570000,-0.009498279,-0.009636314,-0.006846724,-0.005508385,0.000757609,-0.016862637,0.003787087,7.33E-05,0.01018366,0.008228037,0.018072649
91,25-03-10,1,-0.004613099,0.006193218,0.000809802,0.000466847,200330000,-0.003049937,-0.00672158,-0.000562949,-0.001705629,0.008732608,0.003490726,0.001277036,4.40E-05,0.001864678,0.003569308,0.005408436
92,26-03-10,1,0.000348728,-0.004216818,-0.0016406,0.000843646,175490000,0.002431509,-0.000191448,-0.000951479,0.000737463,-0.004321702,0.015243157,0.015351349,-5.87E-05,-0.007747835,-0.003569308,-6.49E-05
93,29-03-10,1,0.000732117,0.000665261,0.003027835,0.004184641,136710000,0.008248368,0.004819216,0.003846247,0.005667142,0.001349256,0.002282334,-0.000900703,-4.40E-05,-0.005243709,-0.005527765,-0.000183787
94,30-03-10,2,0.004211694,0.002157676,0.001620921,0.001060391,148810000,-0.000560111,0.002474035,0.002629258,4.26E-05,-0.006746929,-0.005629541,0.010022902,-8.80E-05,0.004170316,-0.006161264,0.003561603
95,31-03-10,1,0.001130153,-0.003002615,-0.003133692,-0.004667338,197060000,-0.001733238,-0.007779399,-0.005294638,-0.003278272,0.001286128,0.008751409,-0.000649026,-2.93E-05,-0.006194472,-0.007261757,0.007513183
96,01-04-10,1,-0.004597371,0.004479556,0.002257248,0.006467243,159520000,0.012177493,0.007837882,0.001924784,0.007386521,0.011431697,0.012080342,0.013831836,7.34E-05,-0.005553689,-0.007161935,0.003522446
97,05-04-10,2,0.006439386,0.002886381,0.006120872,0.004244635,139480000,0.008174429,0.019788867,0.011154663,0.007896758,0.011431697,0.004489455,0.008404341,7.34E-05,0.006903581,-0.000305904,0.00510151
98,06-04-10,2,0.004113259,-6.19E-05,0.000324921,-0.000324469,159960000,0.000461679,0.005474844,0.002991984,0.001682879,0.00616038,0.002144626,-0.005037669,-5.87E-05,0.006588259,0.001681315,-0.005698385
99,07-04-10,1,-0.000961046,-0.002252389,-0.007538741,-0.006628122,187000000,-0.007690812,-0.00288378,-0.002321297,-0.005894051,-0.003170893,0.013241979,0.000931112,-8.80E-05,0.003878825,0.001983371,-0.005184322
100,08-04-10,1,-0.005943581,-0.001213946,-0.000125406,0.002707956,158930000,0.002534493,0.000257308,0.002321297,0.00336867,-0.008610225,0.001052169,-0.011097557,1.47E-05,-0.000934892,-0.002747254,0.001188889
101,09-04-10,1,0.002742865,0.004703353,0.007609238,0.006411138,150660000,0.008387361,0.004719848,0.007049914,0.006661623,0.010153609,0.009635252,0.003230749,-0.000308169,-0.010341909,-0.005670948,-0.00278701
102,12-04-10,1,0.006370305,0.002613621,0.005957371,0.000783518,153960000,0.001663306,0.00299714,0.0015554,0.001765063,0.001160304,-0.004702237,0.0042358,0.000366857,-0.007045145,-0.000307456,0.000246857
103,13-04-10,1,0.000906221,0.000829229,-0.004051058,0.001221318,183950000,-0.000445023,0.002790192,0.003298228,0.000685109,-0.00277311,-0.00487218,-0.008090837,2.93E-05,-0.000952187,-0.000153763,-3.22E-05
104,14-04-10,1,0.001269327,0.007787393,0.006633188,0.009365755,223920000,0.011792702,0.021505904,0.015639495,0.011088384,0.005987213,0.004093532,0.003905017,-2.93E-05,-0.003408087,-0.006170003,0.001479909
105,15-04-10,2,0.009236118,0.002632883,0.006833736,0.001927458,203720000,-0.001203991,0.002502403,0.004314275,0.000842168,0.004939216,0.003335266,0.00612938,-1.47E-05,0.005990488,0.000464073,-0.002983507
106,16-04-10,1,0.001859286,-6.81E-05,-0.011081159,-0.011362185,373950000,-0.017647809,-0.013330473,-0.013780624,-0.01625795,-0.014003168,-0.019028123,-0.015339077,4.40E-05,0.00514488,0.006628155,-0.009611824
107,19-04-10,1,-0.011307754,-0.005257755,0.000358058,0.006638436,214850000,0.001573001,-0.004516073,-0.000463582,0.004511129,-0.00280686,-0.001460522,-0.017574433,-1.47E-05,0.001214657,0.001841904,0.003358434
108,20-04-10,1,0.006761223,0.004566271,0.009394738,0.00225223,175170000,0.009505059,0.014166816,0.00811181,0.008026026,0.009694645,0.004401481,-0.00074188,-1.47E-05,0.003903889,-0.001841904,0.007660396
109,21-04-10,1,0.002143178,0.000685208,-0.000914557,0.000706772,188880000,-0.003191899,0.006410013,0.00171831,-0.001019431,-0.010480582,0.005263308,0.017223137,0.000176043,0.003353232,-0.003231518,-0.001256545
110,22-04-10,1,0.000258132,-0.000346133,-0.004974716,0.000841899,214700000,-0.00024072,0.011119594,0.005756752,0.002261236,-0.010203185,-0.004544747,-0.012791962,-0.000102688,0.009064312,0.002463055,0.003689962
111,23-04-10,1,0.001114509,0.004990281,0.008068916,0.006266312,207380000,0.007661444,0.010310138,0.004388804,0.00709828,0.0102556,0.014047924,-0.003167832,0.0002347,-0.008528836,-0.000461361,0.005892794
112,26-04-10,2,0.006529911,0.004662652,0.007356504,6.69E-05,191920000,-0.003115887,-0.004132963,-0.002849738,-0.004305721,0.005262436,-0.003634385,0.022766124,-5.87E-05,-0.001339226,-0.005552999,-0.00053234
113,27-04-10,1,-0.000128521,-0.003483585,-0.019357289,-0.019195959,263400000,-0.028343973,-0.024094911,-0.020615736,-0.023659567,-0.026486483,0.012423269,0.004188857,-0.00014669,0.017403295,0.014282666,-0.008083703
114,28-04-10,1,-0.019358461,-0.012588192,-0.000710165,0.004835456,236760000,0.004896149,0.001551612,0.000105195,0.006441938,-0.003020529,-0.001859684,-0.026008978,-0.000234749,-0.003297938,0.002893036,0.008722477
115,29-04-10,2,0.005152838,0.010666366,0.006930544,0.010989374,194310000,0.011872356,0.0210263,0.016129091,0.012860144,0.005569255,0.001071669,-0.026008978,0.000117381,-0.00370665,-0.009932086,0.000563911
116,30-04-10,1,0.01103736,5.45E-05,-0.00380649,-0.014313962,255130000,-0.015254194,-0.029073654,-0.020402428,-0.016787736,-0.011547783,0.010230007,0.012065368,2.93E-05,-0.002656044,0.003678729,-0.001948436
117,03-05-10,2,-0.014305521,-0.001810902,0.000900529,0.012925916,178080000,0.009152041,0.022382301,0.015141632,0.0130352,-0.011547783,0.002710419,0.012065368,-0.000146724,0.007419218,0.003360321,0.009144885
118,04-05-10,2,0.012625241,-0.002525178,-0.012829918,-0.020387868,242100000,-0.027671777,-0.03205776,-0.030264407,-0.024127171,-0.025939946,-0.009535861,0.012065368,0.000190737,0.018051504,0.007897975,0.000190072
119,05-05-10,2,-0.020943421,-0.018346597,-0.005018436,-0.005500711,218830000,-0.010857049,-0.015792642,-0.009099749,-0.006608358,-0.012871004,0.003469606,0.012065368,0.000117359,0.011471415,0.001964786,-0.009857314
120,06-05-10,2,-0.004615706,-0.00614208,-0.091457913,-0.032406405,459890000,-0.034495506,-0.038449159,-0.035010448,-0.032888466,-0.015260272,0.028209171,-0.033259031,-4.40E-05,0.014377753,0.015729483,-0.031972649
121,07-05-10,1,-0.03261066,-0.028021935,0.036960377,-0.013386322,428730000,-0.013747964,-0.029023415,-0.023554721,-0.015426629,-0.026580918,-0.000248231,-0.031445668,-0.000161379,-0.009774753,0.005484339,0.00822328
122,10-05-10,2,-0.012746996,0.023915078,0.014039904,0.038246958,313350000,0.048188357,0.054549091,0.047001201,0.043034725,0.050322689,-0.004362365,0.015899612,0.000132039,-0.001787539,-0.005335717,0.017320199
123,11-05-10,1,0.037216489,0.003626952,0.028414818,-0.00342538,223950000,-0.004967108,0.008476034,0.000269475,-0.003403127,-0.009923973,0.02427208,-0.011422256,0.000161358,0.011814912,-0.004020555,-0.007432576
